Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Бандера,Ілля,Юрійович,Чоловіча,13.05.1948,Громадський діяч,село Борислав,"набережна Мигдальна, буд. 12 кв. 85, Кропивницький, 24603",083 937-55-86,iierchenko@example.com
Алексійчук,Юхим,Іванович,Чоловіча,07.04.1967,Музикант,місто Сміла,"узвіз Красний, буд. 6, Первомайський , 99573",+380 03 432-59-21,azarkovalenko@example.net
Чумаченко,Омелян,Юрійович,Чоловіча,25.11.1964,Етнограф,село Дебальцеве,"узвіз Прирейкова, буд. 77, Боярка, 81382",+380 (81) 440-67-85,levko54@example.com
Оліфіренко,Марко,Вікторович,Чоловіча,10.10.2008,Сантехнік,місто Кременчук,"проспект Венгера, буд. 499 кв. 50, Бобринець, 68467",+380 (35) 678-17-71,dshutko@example.com
Іващенко,Зиновій,Олексійович,Чоловіча,01.11.1986,Дантист,село Решетилівка,"шосе Спартаківський, буд. 042, Кобеляки, 82474",+380 05 915-34-93,abazylevskyi@example.com
Андріїшин,Павло,Анатолійович,Чоловіча,17.01.1969,Вчитель,хутір Харків,"провулок Пісочна, буд. 291 кв. 466, Володимир-Волинський, 39884",150 72 20,anton14@example.com
Гайдай,Максим,Іванович,Чоловіча,28.10.1988,Єгер,село Пирятин,"площа Змієнка Всеволода, буд. 8 кв. 4, Южне, 74090",+380 10 296-68-25,prokhirvermenych@example.org
Хомик,Михайло,Олексійович,Чоловіча,18.12.2007,Графік,місто Камінь-Каширський,"шосе Толбухіна, буд. 288 кв. 407, Бурштин , 59997",+380 59 456-62-99,hdutka@example.net
Гречаник,Ярема,Юрійович,Чоловіча,30.04.2004,Доцент,місто Теплодар,"набережна Тополиний, буд. 93 кв. 707, Кропивницький, 84936",699 84 61,tereza60@example.net
Червоненко,Руслан,Вікторович,Чоловіча,25.02.1968,Геолог,село Дубно,"площа Мечникова, буд. 0 кв. 36, Червоносів, 67351",+380 70 714-59-20,hkozak@example.org
Шахрай,Борислав,Олександрович,Чоловіча,27.04.1946,Гицель,місто Херсон,"узвіз Пересипська 8-ма, буд. 76, Підгайці, 06723",598-60-85,mykhailosuprunenko@example.org
Абрамчук,Яків,Олексійович,Чоловіча,20.09.1978,Лікар,місто Дружківка,"узвіз Пересипська 9-та, буд. 43 кв. 23, Шостка, 93678",+380 65 772-98-48,amaliia67@example.com
Мамчур,Андрій,Іванович,Чоловіча,21.01.1965,Петрограф,село Вовчанськ,"шосе Грецька, буд. 909, Мерефа, 97007",082-57-46,teodor71@example.org
Артимишин,Володимир,Олексійович,Чоловіча,26.08.1974,Електрик,хутір Новодністровськ,"проспект Стороженка Олега, буд. 8, Ізяслав, 84134",248 98 11,sofiiavakhnii@example.org
Базилевський,Володимир,Юрійович,Чоловіча,03.10.1986,Скульптор,хутір Брянка,"сквер Шевченка парк, буд. 75 кв. 44, Добромиль, 36304",032 560-88-60,frants14@example.org
Христенко,Антон,Іванович,Чоловіча,26.06.1944,Круп'є,селище Підгайці,"сквер Герцена, буд. 420, Чугуїв, 11627",650 21 89,sirchenkokyrylo@example.com
Безбородьки,Гаврило,Вікторович,Чоловіча,18.11.1939,Єгер,селище Кропивницький,"сквер Амбулаторна, буд. 098 кв. 0, Черкаси, 51445",+380 19 793 50 62,bohuslava91@example.com
Зарудний,Демʼян,Юрійович,Чоловіча,09.11.1972,Кіноактор,село Зоринськ,"шосе Сонячна, буд. 9, Здолбунів, 08585",160 60 96,edemianiuk@example.net
Бабко,Ярослав,Вікторович,Чоловіча,11.02.1972,Державний службовець,місто Шахтарськ,"набережна Штильова, буд. 4 кв. 8, Дніпро , 31236",+380 36 979-47-66,iaroslava31@example.com
Андрусенко,Венедикт,Іванович,Чоловіча,29.05.2002,Швачка,місто Красногорівка,"провулок Спартаківський, буд. 46, Рогатин, 64121",+380 21 471-19-47,dfurs@example.net
Скопенко,Левко,Іванович,Чоловіча,26.05.2006,Кінорежисер,селище Іловайськ,"сквер Балтський 5-й, буд. 3, Судова Вишня, 57374",+380 09 305 56 11,pchekaliuk@example.net
Литвин,Степан,Юрійович,Чоловіча,03.10.1985,Програміст,селище Вижниця,"шосе 4-та Лінія 6-й ст. Люстдорфської дороги, буд. 73, Могилів-Подільський, 59786",+380 01 074 37 04,amaliia34@example.org
Байда,Спас,Петрович,Чоловіча,10.03.1943,Математик,хутір Южноукраїнськ,"проспект Деревообробний 3-й, буд. 25, Новоукраїнка, 53134",+380 (58) 653-76-62,miroshnychenkoanita@example.org
Носаченко,Кирило,Іванович,Чоловіча,10.07.1969,Мовознавець,місто Іловайськ,"площа Кредитний, буд. 683 кв. 0, Підгородне, 86231",957-54-83,viktor57@example.org
Тимченко,Орхип,Петрович,Чоловіча,12.04.1984,Петрограф,хутір Долина ,"площа Тюльпанний, буд. 7, Сокиряни, 33672",065 03 19,bkolesnychenko@example.net
Василевич,Ілля,Петрович,Чоловіча,29.04.1996,Каскадер,хутір Кропивницький,"узвіз Липнева, буд. 165 кв. 8, Гірник , 80311",000 573 57 02,xvoblyi@example.org
Луценко,Євген,Олегович,Чоловіча,16.09.2004,Каскадер,село Суходільськ,"площа Степова, буд. 8 кв. 670, Харків, 01323",+380 12 226 61 32,xzinkevych@example.com
Аврамчук,Руслан,Петрович,Чоловіча,30.03.1962,Стиліст,село Енергодар,"проспект Флотський 4-й, буд. 01 кв. 26, Великі Мости, 57352",+380 17 921 66 95,adamvasylevych@example.net
Чубай,Вадим,Вікторович,Чоловіча,20.08.1975,Прокурор,хутір Почаїв,"узвіз Чорноморський 11-й, буд. 873 кв. 7, Новогродівка, 37744",+380 (50) 220-73-68,erika86@example.org
Комар,Аврелій,Анатолійович,Чоловіча,16.05.1980,Літературознавець,селище Тульчин,"сквер Світанку, буд. 0 кв. 504, Родинське, 56847",857 21 05,borysromanets@example.org
Литвиненко,Яків,Іванович,Чоловіча,19.01.1973,Електрик,село Одеса,"парк Васнецова, буд. 1, Харцизьк, 90605",+380 (15) 697-95-50,orkhyp05@example.net
Шинкаренко,Орхип,Петрович,Чоловіча,22.03.1957,Сценарист,місто Чорноморськ,"сквер Тупиковий 2-й, буд. 8 кв. 0, Шпола, 07783",089 038 77 22,shtokalovalentyna@example.org
Шведченко,Владислав,Анатолійович,Чоловіча,28.04.1987,Кушнір,хутір Кремінна,"провулок Кренкеля, буд. 214 кв. 9, Ямпіль, 69936",853-99-44,ybebeshko@example.org
Орлик,Ігнат,Юрійович,Чоловіча,07.02.1994,Візажист,селище Південне ,"провулок Різдвяна, буд. 9, Рудки, 86570",051 846 82 93,ftovstukha@example.net
Стус,Ярема,Вікторович,Чоловіча,08.06.1956,Психолог,місто Гайворон,"сквер Велика Садова, буд. 96, Зміїв, 20791",+380 14 822 19 11,kylymnykhalyna@example.net
Данилюк,Вадим,Анатолійович,Чоловіча,02.09.1986,Парфюмер,місто Попасна,"набережна Естонський, буд. 95 кв. 93, Керч, 60078",+380 49 924-42-26,echuiko@example.net
Стельмах,Онисим,Юрійович,Чоловіча,15.08.1975,Композитор,хутір Первомайськ,"проспект Льва Толстого, буд. 25, Миколаївка , 20654",+380 64 885-55-16,trokhymhuz@example.com
Ющенко,Юхим,Юрійович,Чоловіча,10.05.1944,Складальник,місто Дрогобич,"шосе Педагогічний, буд. 72, Білгород-Дністровський, 93803",+380 78 586-07-63,leonsirobaba@example.org
Данчук,Олег,Олегович,Чоловіча,15.05.1960,Публіцист,місто Збараж,"провулок Одеський, буд. 4 кв. 709, Вовчанськ, 56039",037 231-28-66,barabashnadiia@example.net
Дутка,Лукʼян,Іванович,Чоловіча,24.09.1953,Краєзнавець,місто Гадяч,"провулок Партизанської Слави, буд. 6, Винники, 94204",+380 54 413-64-44,eduardgerega@example.org
